,0,1,2,3,4,busy
1287.wav,0.17102724,0.1300292,0.19286396,0.21952061,0.22333072,True
1288.wav,0.3171637,-0.019589534,-0.13663632,-0.30000722,-0.24266256,False
1289.wav,-3.5472894e-08,-2.1748596e-07,1.4987594e-07,-6.579845e-08,2.3471176e-07,True
1290.wav,5.30279e-07,2.6427855e-07,4.4869532e-07,1.1722198e-07,3.0469906e-07,False
1291.wav,2.432044,2.2954648,2.1634393,2.0168657,1.9188175,False
1292.wav,0.015227379,0.020963755,0.046005554,0.05973231,0.05483494,False
1293.wav,7.09939e-07,-3.573824e-07,7.3769414e-08,-4.4955837e-07,-2.435783e-07,False
1294.wav,0.16243684,0.12446429,0.13418286,0.08105427,-0.008013306,True
1295.wav,1.872514,1.7853546,1.8042662,1.7415407,1.5413926,False
1296.wav,-2.625729,-2.75809,-2.9172935,-2.991763,-3.067891,True
1297.wav,0.012527041,0.013669871,0.01234336,-0.000862648,-0.025403382,True
1298.wav,0.0,0.0,0.0,0.0,0.0,True
1299.wav,-0.0054851845,-0.004675268,-0.0052240854,-0.0063697263,-0.006222699,True
1300.wav,1.9183786,1.889121,1.8229178,1.8112348,1.743781,False
1301.wav,1.6769314,1.7696626,1.5806162,1.4788654,1.7195836,False
1302.wav,-8.058731e-07,-8.8832155e-07,-7.4024575e-07,-6.4942185e-07,-4.4294907e-07,False
1303.wav,0.0,0.0,0.0,0.0,0.0,False
1304.wav,0.80758035,0.7321465,0.6764279,0.61159974,0.535012,False
1305.wav,0.2648213,0.12734568,-0.022843855,-0.13354039,-0.20120364,True
1306.wav,0.040023156,0.020774428,0.022196274,0.012567162,-0.011808543,False
1307.wav,1.7472506e-05,-2.486743e-05,-4.130433e-06,-9.833842e-06,1.2629266e-06,False
1308.wav,-0.12356414,-0.060066495,-0.029086776,-0.05723738,-0.11900425,True
1309.wav,0.0006852258,0.0016030946,-0.0010910638,-0.0013690547,0.0010175873,True
1310.wav,-0.01510754,-0.012432398,-0.0073796995,-0.0089249965,-0.014726519,False
1311.wav,0.23900905,0.20431699,0.19438086,0.19290246,0.1944927,True
1312.wav,0.24730122,0.23205242,0.23461081,0.2219372,0.22168931,False
1313.wav,0.0,0.0,0.0,0.0,0.0,True
1314.wav,0.6198009,0.61404,0.5926423,0.53143966,0.45720017,True
1315.wav,-0.4325859,-0.3843584,-0.34975097,-0.24500208,0.031502806,False
1316.wav,-2.115156e-09,1.8167804e-09,2.4533736e-10,6.4855943e-09,6.7173254e-09,True
1317.wav,0.12641451,0.07883216,0.1005636,0.07991906,0.068143174,False
1318.wav,0.04538353,0.043645978,0.08407132,0.5016606,0.41257864,False
1319.wav,0.027350055,0.0076948237,0.03220775,0.05406078,0.043405943,True
1320.wav,-0.47566563,-0.69870526,-0.84797776,-0.88203526,-0.79857373,False
1321.wav,0.5365995,0.54781365,0.5229579,0.4255054,0.30053985,False
1322.wav,-3.5914825e-05,5.9987353e-05,2.3612532e-05,-0.0001569051,-0.00025088707,False
1323.wav,1.4003117,1.4165025,1.4157145,1.3765018,1.2986044,False
1324.wav,0.27956274,0.31239727,0.2673726,0.23705149,0.23009928,False
1325.wav,5.329145e-06,2.3702314e-06,3.203094e-06,1.9017714e-06,1.5047542e-06,True
1326.wav,2.2974296,2.2329326,2.1434374,1.990279,1.8320422,False
1327.wav,7.8131177e-07,6.554196e-07,1.1621202e-06,3.5122747e-07,2.3005208e-07,False
1328.wav,2.0100042e-06,-1.1264774e-06,5.021194e-07,-2.9821206e-07,-3.2554275e-09,True
1329.wav,0.49892122,0.4211475,0.32957983,0.24671096,0.2054056,False
1330.wav,-0.0047032665,-0.0044957586,-0.0039316416,-0.0031689096,-0.0037533038,False
1331.wav,-7.837695e-14,-5.633081e-12,-3.5447743e-12,2.4655746e-12,-1.9552784e-12,False
1332.wav,1.1464262,1.942951,2.9252715,2.1583455,0.9857183,True
1333.wav,-0.019616082,-0.07758965,-0.1755929,-0.15402809,-0.071246795,False
1334.wav,7.73254e-07,7.278018e-08,-1.2176388e-06,-1.522358e-06,-6.528894e-07,False
1335.wav,4.12956e-07,7.585375e-08,2.5459116e-07,-1.8804249e-07,1.2262277e-07,True
1336.wav,0.0044995546,0.0042459583,0.0074486155,0.011972858,0.016861472,False
1337.wav,6.160589e-08,2.5137348e-07,2.960029e-07,-1.5682843e-07,1.3798348e-07,False
1338.wav,-0.13855249,-0.1481171,-0.16333038,-0.18256706,-0.20997396,True
1339.wav,0.06068394,0.045105286,0.025429312,0.01112036,-0.0065980633,True
1340.wav,-1.1992695e-05,-1.0389229e-05,-5.156112e-06,-7.0424203e-06,-7.128759e-06,False
1341.wav,-0.5926529,-0.78109866,-0.8323401,-0.8233734,-0.8580625,True
1342.wav,4.1752948e-05,-0.00012632538,-0.00010283789,-0.00023500447,-0.00022518777,False
1343.wav,-0.9294117,-1.0587742,-1.1897012,-1.3587449,-1.4648182,True
1344.wav,0.02086382,-0.006649406,-0.057679288,-0.10070976,-0.1389489,True
1345.wav,0.24940139,0.1590854,0.08281104,0.013243147,0.041652754,False
1346.wav,1.852202e-08,-1.4777035e-07,-1.771452e-08,-2.4697826e-07,1.1138883e-07,False
1347.wav,-0.023834685,-0.041124325,-0.03899654,-0.030836876,-0.058291905,True
1348.wav,0.81870306,0.56639624,0.36340415,0.32839772,0.3244874,True
1349.wav,1.2952344e-07,2.8790414e-08,1.7357371e-07,-1.5221218e-07,2.8990674e-09,True
1350.wav,0.0395784,-0.0702488,-0.14313972,-0.3128267,-0.5453573,True
1351.wav,-0.8072653,-0.766271,-0.51926243,-0.62243724,-1.0207055,False
1352.wav,-0.009317655,-0.0101856105,-0.010298255,-0.010693667,-0.011538593,True
1353.wav,9.968501e-08,-2.6167515e-07,2.5169007e-07,-6.290068e-09,1.9215469e-07,False
1354.wav,-0.00017757373,-0.00011259153,-0.00012949994,-0.00015896017,-0.000178905,True
1355.wav,-0.32385987,-0.475681,-0.4957269,-0.5605128,-0.6348151,True
1356.wav,1.2106566,1.1205186,1.0640633,0.97700113,0.8645673,False
1357.wav,6.3039374e-07,-8.465679e-08,3.5829277e-08,-3.2639878e-07,-3.13776e-08,True
1358.wav,-1.3017168e-07,-3.7618332e-07,-6.510014e-07,-4.911301e-07,-9.891596e-08,False
1359.wav,0.55237865,0.668167,0.5762969,0.5942267,0.4695275,False
1360.wav,1.5800399e-06,-4.431355e-07,-2.2947857e-07,7.484479e-09,5.2155247e-08,False
1361.wav,1.14108566e-07,-3.595094e-07,1.8574738e-07,-3.821859e-07,2.550853e-07,True
1362.wav,0.70445776,0.34331247,-0.24424379,-0.8268671,-0.9747317,True
1363.wav,-0.018354824,-0.017856564,-0.01718986,-0.019409638,-0.021685882,True
1364.wav,-0.014789732,-0.014616261,-0.01766664,-0.027912833,-0.029107604,True
1365.wav,-0.00051848486,-0.0005740655,-0.00067532173,-0.00066754175,-0.000524509,False
1366.wav,-0.00020042578,-0.00012227305,-1.4710147e-05,1.2962455e-05,2.2752247e-05,True
1367.wav,0.30866364,0.26333648,0.25263634,0.21948797,0.17212628,True
1368.wav,0.0,0.0,0.0,0.0,0.0,False
1369.wav,0.0,0.0,0.0,0.0,0.0,True
1370.wav,6.247454e-08,-8.511357e-08,-1.5021168e-08,-1.5690645e-08,1.3300104e-07,False
1371.wav,-0.26183462,-0.35388696,-0.2871045,-0.2240121,-0.23599014,False
1372.wav,4.2115817e-06,4.416472e-06,2.531669e-06,5.520209e-06,8.610316e-06,False
1373.wav,-0.020117277,-0.028808242,-0.024774175,-0.0321764,-0.050332114,True
1374.wav,8.86214e-07,-1.5783833e-06,4.5772552e-07,-5.691315e-07,-5.18056e-08,False
1375.wav,-0.0010679961,-0.0014434359,-0.001877639,-0.0018867474,-0.0015670505,True
1376.wav,-0.13764575,-0.40705073,-0.39292037,-0.28418684,-0.3263731,True
1377.wav,-0.042113386,-0.04199951,-0.022178944,-0.021599572,-0.0334884,False
1378.wav,0.8431277,0.67007685,0.7508804,0.8533293,0.7772087,False
1379.wav,0.16928905,0.31426603,0.48423648,0.43118542,0.4529457,True
1380.wav,0.042812683,0.018585585,-0.012660728,-0.054324254,-0.08281515,True
1381.wav,0.4180786,0.29108316,0.214742,0.0690275,-0.028370054,True
1382.wav,-0.00060543045,4.340972e-06,-0.00013882999,-0.0012873698,-0.0001847813,True
1383.wav,2.488568e-09,2.2354856e-09,1.1028016e-09,2.3670008e-09,-3.3273964e-09,True
1384.wav,9.825608e-06,2.5141758e-06,4.1095705e-06,-2.3244042e-06,1.2771666e-06,False
1385.wav,0.14726439,0.22017574,0.20130469,0.09149761,0.031908173,True
1386.wav,-5.597316e-06,5.350622e-06,4.423151e-06,-6.3575276e-06,-8.727415e-06,False
1387.wav,-3.3605332e-07,-3.4045718e-07,8.97079e-08,-2.72077e-07,-1.8426011e-08,True
1388.wav,7.459579e-06,8.581153e-06,6.4993264e-06,2.5163652e-06,2.0265134e-06,True
1389.wav,0.27850497,0.10803838,0.15224656,-0.04197757,-0.1706447,True
1390.wav,0.6043667,0.6157585,0.62422705,0.63326347,0.64799494,False
1391.wav,0.13411868,0.10623591,0.10358812,0.09088202,0.0864678,False
1392.wav,2.497537,2.4748955,2.4743836,2.3254924,2.2495127,False
1393.wav,-0.062205948,-0.10682514,-0.22675833,-0.5894803,-0.57741386,True
1394.wav,2.7812328e-07,-1.3909539e-07,2.5730532e-07,-1.7988222e-07,1.1990481e-07,False
1395.wav,1.715281,1.6460418,1.6137028,1.4898727,1.3774478,False
1396.wav,1.3949289,1.586541,1.688642,1.7031426,1.5620092,False
1397.wav,0.22676256,0.22322871,-0.016966045,-0.30261016,-0.34595925,True
1398.wav,-2.492813,-1.5830287,-0.23171294,0.87894654,1.4113313,True
1399.wav,5.043423e-07,-1.984435e-07,-1.908317e-08,-1.0651213e-07,-1.120691e-07,False
1400.wav,0.008520849,0.003427174,0.0015932958,0.0024443395,0.003235117,False
1401.wav,0.14521024,0.11631424,0.08131993,0.042603187,0.010062542,True
1402.wav,0.8192293,1.1981943,1.40574,1.1536074,0.7057828,True
1403.wav,5.5651712,5.2014017,5.0580926,4.944045,5.118999,False
1404.wav,0.18873054,0.17882994,0.16956124,0.15057057,0.1438331,True
1405.wav,-0.17894877,0.059216797,0.49540317,0.91082954,1.3794268,True
1406.wav,0.11659522,-0.020607783,-0.12246263,-0.21870929,-0.25308028,True
1407.wav,0.61477286,0.5137554,0.43281668,0.46239,0.47538856,False
1408.wav,-0.004559893,-0.005676101,-0.004413018,-0.001199977,0.0017241443,False
1409.wav,0.21314743,0.20711654,0.07572258,0.049556844,0.06074547,False
1410.wav,-5.0267017e-13,4.1890987e-12,1.07593696e-13,-7.3120974e-13,-1.1497238e-12,False
1411.wav,0.040359985,0.04034881,0.04067308,0.037891544,0.03624159,False
1412.wav,6.947528e-08,-4.985654e-08,3.165148e-08,-2.209035e-08,1.3869791e-08,False
1413.wav,0.04461976,0.067176215,0.08089675,0.06294544,0.036717996,False
1414.wav,0.006409955,0.0038904517,0.0050193556,0.0069000395,0.0069929017,True
1415.wav,0.26267987,0.23727569,0.22375046,0.18472183,0.14297128,False
1416.wav,-1.9023878e-07,-9.361415e-07,-9.798498e-08,-7.4333457e-07,1.1871033e-07,True
1417.wav,-5.446072e-06,-7.630327e-06,1.653701e-06,1.3564854e-06,5.8369333e-06,False
1418.wav,4.940658e-12,1.2294715e-10,4.33708e-11,-1.203738e-10,9.6841216e-12,False
1419.wav,2.0276227,1.9102325,1.7673571,1.4798255,1.5818318,True
1420.wav,2.5017793,2.4414282,1.951258,1.7336046,1.6240932,True
1421.wav,0.18846034,0.15824986,0.14781824,0.13066578,0.11429858,False
1422.wav,-0.84413606,-1.2537479,-1.476349,-1.6065427,-2.0436363,True
1423.wav,0.062250383,0.058359712,0.057008907,0.053294756,0.050471544,False
1424.wav,0.021114148,-0.04332533,-0.07674548,-0.10698295,-0.040872894,False
1425.wav,-0.021356191,-0.023582764,-0.024300044,-0.028755317,-0.028895043,True
1426.wav,0.57438153,0.48644787,0.40936637,0.27830982,0.19891962,False
1427.wav,0.0,0.0,0.0,0.0,0.0,False
1428.wav,2.6504104,2.3366222,2.6347015,2.819508,2.2879064,True
1429.wav,-1.0436581e-05,-1.389701e-05,-1.2685185e-05,-8.451642e-06,-2.4447393e-06,True
1430.wav,0.057661742,0.05487413,0.052640617,0.050320856,0.047801957,False
1431.wav,2.2074645,1.9014187,1.6149251,1.3362575,1.1240933,True
1432.wav,-0.15199393,-0.15793042,-0.14401335,-0.1522325,-0.1438272,True
1433.wav,0.029516293,0.0248511,0.0257436,0.019941043,0.017525462,True
1434.wav,0.6436766,0.82937,1.1135945,1.3800966,1.4942334,False
1435.wav,0.008123323,0.0071301498,0.0062854784,0.0049200957,0.003634958,False
1436.wav,-0.18907374,-0.3662029,-0.5101299,-0.73594725,-0.836822,True
1437.wav,9.694758e-05,0.000116035306,8.015886e-05,7.3703595e-05,0.00011662187,False
1438.wav,0.4129274,0.3834387,0.35693884,0.3432696,0.3326668,False
1439.wav,0.0,0.0,0.0,0.0,0.0,False
1440.wav,5.6382084,5.3687935,5.329296,4.9819355,4.6037273,False
1441.wav,0.21030512,0.15573129,0.119163014,0.09494765,0.07663413,False
1442.wav,0.40320468,0.34226096,0.303479,0.30657423,0.30123478,False
1443.wav,1.0075037,0.50377584,0.4711363,0.6304846,0.7735037,False
1444.wav,-3.553879e-07,-4.867012e-07,-6.753029e-07,-1.9691441e-07,1.8767912e-07,False
1445.wav,0.44961846,0.21448246,0.07544969,-0.25932926,-0.47109115,True
1446.wav,1.1895835e-08,2.7690277e-08,1.0782266e-09,9.16623e-09,1.5222148e-09,False
1447.wav,0.18582964,0.1610615,0.17030732,0.086357735,0.04410496,True
1448.wav,-2.3606687,-2.3429685,-2.1165822,-1.8394806,-1.5509334,False
1449.wav,0.27271616,-0.108890824,-0.4600105,-0.80374557,-0.99902296,True
1450.wav,2.1310308,1.3021004,0.65027785,0.05192602,-0.61544144,False
1451.wav,6.4245864e-07,-3.9327773e-07,4.6667444e-07,-1.667193e-07,2.5032384e-07,False
1452.wav,1.3555632,1.3491373,1.3487072,1.2748744,1.2303259,False
1453.wav,3.6005669,3.337081,3.2194176,3.1359797,3.013126,False
1454.wav,-1.4794098e-09,-3.2453102e-07,-5.4216432e-08,-1.2112011e-07,9.417133e-08,False
1455.wav,4.4107912e-07,8.279162e-07,-1.2336842e-06,-9.3698696e-07,-5.997037e-07,True
1456.wav,1.5363884,1.4518719,1.3938489,1.3633745,1.328318,False
1457.wav,1.7186419e-07,3.098215e-08,1.8874784e-08,3.5618072e-08,1.321053e-08,False
1458.wav,0.025851835,-0.0048987987,-0.0194219,-0.024500009,-0.01945369,False
1459.wav,2.5427397e-07,-7.9959236e-08,-9.396102e-08,1.9012884e-08,-3.276662e-08,True
1460.wav,1.18440894e-07,-4.2675502e-08,-9.9791855e-08,-2.3478516e-07,-1.0716751e-07,True
1461.wav,1.0259697,0.9288558,1.0791674,0.9285208,0.82812303,False
1462.wav,-2.9163608e-08,-4.6104572e-07,-1.4024934e-07,-2.727404e-07,-1.3794195e-07,True
1463.wav,-0.00013614194,-6.9178444e-05,-8.5524835e-07,3.4555975e-05,5.1669263e-05,False
1464.wav,2.0239553e-07,-3.9973582e-07,7.2825355e-09,-1.5677774e-07,-1.8589077e-07,False
1465.wav,0.0,0.0,0.0,0.0,0.0,False
1466.wav,-0.018755797,-0.025321536,-0.027284997,-0.030838244,-0.03244689,False
1467.wav,-0.09188727,-0.055100575,-0.023600884,0.0031244077,0.062269673,True
1468.wav,6.5099125,5.98624,5.406685,4.5542936,3.5622005,False
1469.wav,0.0,0.0,0.0,0.0,0.0,True
1470.wav,-0.0047427732,0.008210376,0.033445403,0.05849562,0.08158031,False
1471.wav,-0.3138313,-0.63117254,-0.86285347,-0.8865857,-0.9551185,True
1472.wav,2.3985362e-12,8.0913596e-13,5.513491e-13,9.315327e-13,3.823104e-13,True
1473.wav,5.4664726,5.1478214,4.6980343,4.09814,3.6850429,False
1474.wav,0.52621526,0.31390953,0.13327831,0.0057870913,-0.030250002,False
1475.wav,0.9492645,0.8853979,0.85957634,0.80116236,0.76553166,True
1476.wav,-0.16442192,0.26068285,0.54565644,0.19552943,0.41693512,False
1477.wav,2.1624746,1.212061,0.886721,1.0501142,1.1519785,True
1478.wav,-0.014816761,-0.009127905,-0.012652102,-0.009986775,-0.00106603,False
1479.wav,6.6263374e-07,4.722893e-07,5.261052e-07,1.7981833e-07,-2.7033911e-07,True
1480.wav,0.0,0.0,0.0,0.0,0.0,False
1481.wav,-9.261646e-07,-9.796868e-07,-6.0607965e-07,-7.005497e-07,-2.0265499e-07,True
1482.wav,1.4947867,1.0740519,0.67298186,-0.017459247,-0.3110601,True
1483.wav,4.421483,3.2579515,2.3379412,2.2132869,2.7941058,True
1484.wav,-0.00013079148,-0.00013338545,-9.6617005e-05,-8.4209634e-05,-4.170409e-05,True
1485.wav,0.0,0.0,0.0,0.0,0.0,False
1486.wav,0.0,0.0,0.0,0.0,0.0,True
1487.wav,0.0,0.0,0.0,0.0,0.0,True
1488.wav,1.1129835,1.1512113,1.2917733,1.1832083,1.1707232,False
1489.wav,2.2166855,1.8217367,1.6417265,1.3716819,1.3776476,False
1490.wav,-8.355813e-06,-6.659031e-06,-3.3397994e-06,4.8123948e-06,1.1499362e-05,True
1491.wav,3.623863e-07,1.6617214e-07,-9.782348e-10,-8.744818e-08,-7.972916e-08,True
1492.wav,-0.11052764,-0.32941222,-0.38050592,-0.7360581,-0.5407416,True
1493.wav,-0.31851688,-0.36404228,-0.3887829,-0.43687972,-0.49992004,True
1494.wav,-0.00026313978,-0.00040404173,-0.0004999208,-0.00055020396,-0.0005535444,False
1495.wav,3.4109467e-05,1.8616647e-05,3.0622265e-05,2.6243528e-05,2.3345463e-05,True
1496.wav,-0.07993017,-0.13619088,-0.19601342,-0.235248,-0.2699156,True
1497.wav,1.9376628,1.9261361,1.866569,1.8401856,1.8267717,False
1498.wav,1.9482708e-05,-3.1895637e-05,-4.8917904e-05,-2.02292e-05,1.8084545e-05,True
1499.wav,3.6679215,3.4596143,3.6197605,3.3833346,2.915707,True
1500.wav,0.62414706,0.55116373,0.5773668,0.52833503,0.528465,False
1501.wav,3.5817836e-06,1.847651e-06,2.4249289e-06,1.7317911e-06,1.2120543e-06,True
1502.wav,3.50544e-05,1.1113054e-05,3.6590933e-05,0.00010698025,0.000120963574,False
1503.wav,5.231882,4.9523077,4.7238894,4.5046463,4.5626364,False
1504.wav,-0.6899291,-0.957327,-0.8621665,-0.65151715,-0.51765734,True
1505.wav,0.283068,0.19186205,0.122636646,-0.0005580969,-0.06052605,True
1506.wav,-1.7116217e-05,-1.3335812e-05,-1.3133081e-06,-5.7770303e-06,-4.8150177e-06,True
1507.wav,0.0,0.0,0.0,0.0,0.0,True
1508.wav,0.6199219,0.544095,0.5388843,0.46987742,0.2741608,False
1509.wav,-1.7855631e-05,-1.29131095e-05,-9.437301e-06,-5.818311e-06,-3.4458726e-06,False
1510.wav,-1.9537456e-06,-1.2568612e-06,-3.489531e-07,-1.5064045e-06,-1.4114921e-06,True
1511.wav,0.35618883,0.2308225,0.22203588,0.1641761,0.029695706,False
1512.wav,0.0,0.0,0.0,0.0,0.0,False
1513.wav,2.8158667,2.1472523,1.6874969,2.2305188,2.436694,False
1514.wav,0.0,0.0,0.0,0.0,0.0,False
1515.wav,0.22829308,0.12730762,0.047300152,0.0034672497,-0.007457955,True
1516.wav,-0.13793662,-0.3157048,-0.3753373,-0.32406476,-0.4087686,True
1517.wav,0.0,0.0,0.0,0.0,0.0,False
1518.wav,0.52089584,0.5381609,0.57224643,0.5766803,0.5764153,False
1519.wav,9.441326e-06,7.943227e-06,6.788268e-06,4.622345e-06,4.6485957e-06,False
1520.wav,9.320743e-09,1.0917569e-08,1.0593371e-08,1.082501e-08,4.5433097e-09,False
1521.wav,-0.00018413679,-0.00016081061,-0.00015269905,-0.00015400519,-0.00012044163,False
1522.wav,0.110182926,0.09709534,0.0909252,0.08310091,0.08050582,False
1523.wav,4.850351e-07,-7.1344374e-08,3.242065e-07,-6.4724883e-09,4.2938964e-07,False
1524.wav,4.194121e-05,-0.0001065017,1.5798998e-05,-2.1965675e-06,-1.0184016e-05,True
1525.wav,0.63586295,0.5637251,0.498825,0.42560345,0.34345362,False
1526.wav,-2.6341982e-05,-3.187042e-05,-3.9621613e-05,-3.447319e-05,-3.7817623e-05,False
1527.wav,0.9646304,0.8498181,0.82031965,0.7507992,0.74766564,False
1528.wav,0.007710227,0.0055695483,0.0061956504,0.007446606,0.008241011,False
1529.wav,5.7028666e-07,3.8694273e-07,3.829366e-07,-2.4375977e-09,-1.2932261e-07,False
1530.wav,0.79006755,-0.20766559,-1.3201795,-2.0374854,-2.2544837,False
1531.wav,-0.0028541272,-0.012704846,-0.008330276,0.00088331057,-8.97352e-05,True
1532.wav,0.042204227,-0.19635874,-0.30169067,-0.35741985,-0.46801037,True
1533.wav,-1.1611586e-07,-3.8325024e-07,8.414298e-08,-2.0501601e-07,-1.7503392e-09,True
1534.wav,-0.101837784,-0.050246812,-0.047565706,-0.060021207,-0.0013217393,True
1535.wav,2.6956835,2.8240397,3.0400481,2.7868927,2.228053,False
1536.wav,2.641323,2.4766636,2.5404968,2.48778,2.0254695,True
1537.wav,0.611218,0.43950453,0.2784746,0.15239339,0.059663177,True
1538.wav,1.020525,0.81644577,0.4480189,0.20524278,0.24581963,True
1539.wav,5.9465246,5.7519684,5.5458813,5.336774,5.153013,False
1540.wav,0.11819925,0.09505734,0.07347417,0.05488653,0.03176854,False
1541.wav,1.1743183,1.0458467,0.89105326,0.72208285,0.5280974,True
1542.wav,3.9126896e-10,5.166243e-10,3.689541e-10,4.3745542e-11,2.8385627e-10,True
1543.wav,0.23551418,0.23020893,0.24145907,0.2629687,0.14139567,False
1544.wav,-0.257338,-0.32777458,-0.36329812,-0.35738188,-0.28477734,True
1545.wav,-0.65286493,-1.2469556,-1.7120996,-1.8866432,-1.9782896,True
1546.wav,0.2836607,0.19543602,0.105553955,-0.014411378,-0.06148405,True
1547.wav,-0.0056108804,-0.00066133623,0.0033762953,0.0063464013,0.007078957,False
1548.wav,1.8834912,1.7207277,1.5462296,1.3157427,1.2656507,False
1549.wav,-1.631768,-1.6391561,-1.8482276,-1.6129106,-1.0397055,True
1550.wav,0.10030317,0.10065721,0.10401596,0.10649918,0.11169805,False
1551.wav,8.144512e-05,7.776571e-05,7.0227194e-05,6.360648e-05,4.700673e-05,False
1552.wav,1.0481647,0.9127697,0.86397207,0.90564764,0.8701235,True
1553.wav,0.010391837,0.008853853,0.011105662,0.012853614,0.012753183,False
1554.wav,0.03912071,0.031633377,0.05291409,0.03078825,0.008072626,True
1555.wav,0.09363945,0.017581193,-0.11180189,-0.20093839,-0.31061617,True
1556.wav,3.7811096,3.7828867,3.7059631,3.5942152,3.5293832,False
1557.wav,1.6378012,1.4878101,1.376157,1.2060068,1.112637,False
1558.wav,0.14944972,0.14351991,0.14547776,0.11048034,0.11216626,False
1559.wav,0.01908787,0.012271572,-0.0032510816,-0.010927703,-0.0093241185,True
1560.wav,2.5113025,2.0384245,1.5343435,1.1287482,1.0040419,True
1561.wav,3.6015805e-05,3.9592873e-05,3.9449777e-05,2.458015e-05,-6.2669114e-06,True
1562.wav,0.0,0.0,0.0,0.0,0.0,False
1563.wav,-1.262517,-1.1584408,-1.0355179,-1.0156177,-0.84845924,True
1564.wav,0.0,0.0,0.0,0.0,0.0,False
1565.wav,0.0,0.0,0.0,0.0,0.0,False
1566.wav,1.3794115e-06,4.1089737e-07,8.507194e-07,-4.0064543e-07,-1.7775443e-07,False
1567.wav,1.6622556,1.1734855,1.2468512,1.2024062,1.0870801,False
1568.wav,0.30904156,0.2978437,0.2861085,0.27480292,0.27562305,True
1569.wav,0.0040091034,-0.12156186,-0.023926612,0.088984035,0.32270867,False
1570.wav,0.24155714,0.41262126,0.43721765,0.30318317,0.29777825,False
1571.wav,3.051322,2.7899766,2.672783,2.3583903,2.013032,True
1572.wav,-0.24230437,0.12369448,-0.5304157,-0.5688073,-0.38609353,True
1573.wav,-0.35335457,-0.44373608,-0.5082058,-0.5359663,-0.54501176,True
1574.wav,0.8067455,0.67502636,0.6476459,0.6648096,0.67916715,True
1575.wav,-0.12012212,-0.15462716,-0.17753622,-0.17159289,-0.12752056,True
1576.wav,-0.38541102,-0.53107524,-0.7170736,-0.8949655,-1.0794816,True
1577.wav,0.027442582,0.061241657,0.07017483,0.14651708,0.2135976,True
1578.wav,-0.043191124,-0.04463516,-0.04356808,-0.03838011,-0.02545872,False
1579.wav,0.9280436,0.8686304,0.88355327,0.7891302,0.77252126,False
1580.wav,-0.35397196,-0.5657424,-0.63309616,-0.721501,-0.8596845,True
1581.wav,1.3800049,0.729594,0.17489749,-0.10976991,-0.24983613,True
1582.wav,0.03888475,0.024146892,0.012660069,0.029904217,0.04209926,True
1583.wav,4.0924044e-07,6.1394087e-07,4.826842e-07,-1.7023143e-07,-4.805943e-07,True
1584.wav,0.38777497,0.35593385,0.36403918,0.34201854,0.31334537,False
1585.wav,0.8773473,0.81764674,0.76735246,0.7167301,0.6819718,False
1586.wav,-8.021989e-06,-5.1417483e-06,-5.209061e-06,-3.1683212e-06,-3.1375328e-06,False
1587.wav,-0.0008215909,0.0017237677,0.0010772427,0.00018800542,0.0016807271,False
1588.wav,0.0010065786,0.0009829716,0.0011375821,0.0010735997,0.0009229549,False
1589.wav,0.39710212,0.44886276,0.5147829,0.60955644,0.8133708,False
1590.wav,0.08731,0.07685063,0.057517007,0.032844126,0.022702537,True
1591.wav,-0.055210747,-0.06766304,-0.07403262,-0.08986451,-0.09853758,True
1592.wav,5.298615e-09,6.309664e-09,-2.377392e-09,1.0406723e-09,5.0490594e-09,False
1593.wav,0.072107136,0.08660285,0.060416877,0.02673385,0.04107393,False
1594.wav,0.025335599,-0.43024993,-0.6610332,-0.7463022,-0.69880164,False
1595.wav,3.1732523e-06,-2.6120229e-06,2.194865e-06,-1.8047443e-06,1.3872561e-06,False
1596.wav,-2.097695e-05,-3.980166e-06,8.035461e-06,-1.0701313e-05,-4.553634e-05,False
1597.wav,0.107035175,0.029549219,0.030156165,0.022931982,0.047672506,False
1598.wav,-1.2326477,-2.656569,-3.4018693,-3.8103776,-3.2901468,False
1599.wav,4.2258515,4.005809,4.310951,3.982753,3.9377868,False
1600.wav,0.0,0.0,0.0,0.0,0.0,True
1601.wav,0.027913185,0.024957353,0.1531574,0.124977276,0.031710528,True
1602.wav,0.2864955,0.25339687,0.22375782,0.20526886,0.18822843,False
1603.wav,-2.063085,-1.7327727,-1.4771595,-1.0838115,-0.4709695,True
1604.wav,0.10330471,0.08458511,0.0065074917,0.030700307,0.5656197,True
1605.wav,0.009656878,0.008960415,0.00888079,0.010102399,0.009912262,False
1606.wav,-0.12068237,-0.13666536,-0.14889663,-0.15365833,-0.16170305,True
1607.wav,0.0044985414,0.003749685,0.0030563541,0.0020959661,0.001033631,True
1608.wav,0.0,0.0,0.0,0.0,0.0,True
1609.wav,1.0403787,0.9556053,0.85098565,0.77082324,0.65622175,True
1610.wav,0.31495893,0.27869898,0.3350516,0.44775265,0.3626778,True
1611.wav,0.84997296,1.8821483,2.0911717,1.567017,2.1208947,False
1612.wav,2.9847593,2.6983645,2.502358,2.2696774,2.0047126,False
1613.wav,1.5936613,1.0716803,0.90545046,0.059094686,-1.0818635,False
1614.wav,-4.7706315e-05,-4.9369126e-05,-4.336359e-05,-3.6122037e-05,-2.0006904e-05,True
1615.wav,0.2995906,0.24557798,0.16593528,0.082884006,0.05493941,True
